dataset_name,instances_no,missing_count_in_target,sampling_rate,stationary_no,non_stationary_no,first_diff_stationary_no,second_diff_stationary_no,target_skewness,target_kurtosis,lags_no,insignificant_lags_no,seasonality_components_no,fractal_dim,series_type,trend_type,pacf_01,pacf_02,pacf_03,pacf_04,pacf_05,pacf_06,pacf_07,pacf_08,pacf_09,pacf_10,percentile_0_min,percentile_0_max,percentile_0_mean,percentile_0_median,percentile_0_std,percentile_1_min,percentile_1_max,percentile_1_mean,percentile_1_median,percentile_1_std,percentile_2_min,percentile_2_max,percentile_2_mean,percentile_2_median,percentile_2_std,percentile_3_min,percentile_3_max,percentile_3_mean,percentile_3_median,percentile_3_std,percentile_4_min,percentile_4_max,percentile_4_mean,percentile_4_median,percentile_4_std,percentile_5_min,percentile_5_max,percentile_5_mean,percentile_5_median,percentile_5_std,percentile_6_min,percentile_6_max,percentile_6_mean,percentile_6_median,percentile_6_std,percentile_7_min,percentile_7_max,percentile_7_mean,percentile_7_median,percentile_7_std,percentile_8_min,percentile_8_max,percentile_8_mean,percentile_8_median,percentile_8_std,percentile_9_min,percentile_9_max,percentile_9_mean,percentile_9_median,percentile_9_std
1.csv,17281,864,10,1,0,0,0,1.128840317,1.128840317,28,3,1,-0.982233686,multiplicative,linear,0.795710024,0.435291328,0.306166162,0.20995834,0.177696258,0.157924922,0.135352786,0.103929787,0.097345108,0.078494126,0.010727065,0.876919574,0.167384468,0.152394072,0.10239991,0.01499157,0.881756279,0.221505004,0.212214457,0.105166492,0.020646952,0.852900464,0.283517092,0.287794086,0.117960229,0.026988937,0.873402295,0.299256819,0.278355606,0.143751181,0.023756463,0.880342808,0.34565688,0.337040108,0.169441367,0.042737938,0.88043491,0.450273969,0.507848772,0.183854735,0.049053021,0.887869456,0.463383671,0.464450574,0.248240039,0.01886438,1,0.394272265,0.309515186,0.277608935,0.009145449,0.877339037,0.14659192,0.132293088,0.09836088,0,0.873636378,0.146996193,0.129501768,0.107253341
2.csv,7921,396,60,1,0,0,0,1.780452407,1.780452407,15,1,0,-0.940264187,multiplicative,linear,0.752064693,0.410538021,0.277626998,0.187486975,0.151592553,0.131109599,0.087376056,0.100485027,0.063941536,0.059054751,0,0.886284262,0.156615918,0.140657497,0.110741527,0.021744817,0.917873524,0.170626503,0.157040778,0.097113046,0.021617828,0.902098252,0.186786534,0.17178524,0.103965125,0.001807053,0.911645955,0.145423304,0.128662264,0.106911587,0.004882157,0.916535961,0.145239109,0.127353921,0.103440073,0.023746411,0.881632891,0.191646805,0.156629108,0.115433441,0.044087494,0.915356348,0.276642918,0.276089827,0.131372254,0.046238344,0.91821968,0.286272203,0.282552934,0.133133397,0.049094087,0.886990852,0.418554737,0.374376161,0.226440915,0.038646414,1,0.522862066,0.51598493,0.269508275
3.csv,271,13,480,0,1,1,0,0.916251537,0.916251537,17,6,1,-0.589489459,multiplicative,logistic,0.711124866,0.290209126,0.095621068,-0.115475881,-0.277632835,-0.13525841,-0.047463022,-0.017863978,-0.147594923,0.195589718,0,0.920253374,0.492828693,0.396418585,0.300846349,0.183069838,1,0.639019543,0.721622083,0.275188295,0.205866514,0.957629785,0.574302137,0.559182221,0.249105187,0.257038326,0.957073389,0.608853331,0.582708193,0.217696599,0.156114837,0.992692753,0.684978388,0.681732405,0.208375092,0.373187853,0.958724696,0.706251102,0.716384313,0.157328044,0.580684097,0.964048221,0.752675957,0.708375101,0.123695389,0.72039572,0.970846115,0.8309512,0.824939897,0.076192844,0.767522236,0.995403888,0.87663948,0.874913187,0.055878858,0.279800028,0.996373107,0.887207829,0.909522562,0.130772626
4.csv,12961,648,10,1,0,0,0,0.856973848,0.856973848,20,1,1,-0.977115627,multiplicative,linear,0.824071321,0.444952485,0.291891617,0.236020678,0.173146965,0.139609941,0.118089828,0.103897205,0.082270529,0.071372013,0,0.922220173,0.470840311,0.467268746,0.256894318,0.066214288,0.951365721,0.569717432,0.659315526,0.262100904,0.121347121,0.94822042,0.522967689,0.532960193,0.214024898,0.10947603,0.947977497,0.547295035,0.500688538,0.192736248,0.133519052,0.947074083,0.66163639,0.703728071,0.166335544,0.101309998,0.949968607,0.681810842,0.691631063,0.146709638,0.108204524,0.960542262,0.675982476,0.641935119,0.131453982,0.102334307,0.951553305,0.746598721,0.753138337,0.108436374,0.099996533,1,0.798086755,0.811059691,0.102371953,0.095837923,0.976220662,0.818121267,0.837705851,0.110731243
5.csv,2881,144,30,1,0,0,0,0.920922761,0.920922761,12,1,1,-0.926990238,multiplicative,linear,0.839576737,0.426726088,0.267889083,0.226980416,0.172161265,0.097229845,0.069823345,0.075219461,0.062594267,0.043312936,0.038639123,0.832180483,0.137783073,0.125817193,0.084817848,0.036697236,0.85358836,0.179894359,0.166241269,0.116076128,0.015847539,0.883541837,0.221150732,0.224202671,0.111182438,0.044109391,0.872147076,0.283575466,0.312406656,0.116378332,0.06930446,0.868077887,0.343708166,0.382864681,0.136089023,0.035856018,0.736146617,0.375543225,0.465386801,0.190400794,0.048698844,0.879391515,0.394551447,0.378325756,0.23005274,0.024703168,0.82702993,0.389396565,0.42314315,0.215114808,0.041412295,0.895737226,0.429640098,0.489828054,0.240350583,0,1,0.501776759,0.37920752,0.304559459
6.csv,901,45,480,0,1,1,0,1.355244131,1.355244131,7,0,1,-0.677308966,multiplicative,logistic,0.769706642,0.27463762,0.203705092,-0.115177547,-0.173661673,-0.125062749,-0.047508803,0.006019345,-0.057951946,0.218641569,0,0.906814786,0.441356125,0.443284273,0.281009186,0.064552607,0.867794772,0.487754467,0.492687505,0.245366947,0.183323816,0.879476136,0.521416182,0.521568453,0.231233495,0.116087227,1,0.813722,0.851165155,0.155185377,0.209104509,0.939652853,0.84027405,0.85592945,0.104683127,0.180877093,0.955171026,0.838974244,0.856033338,0.096149398,0.108554055,0.923032291,0.703129143,0.731948754,0.156431123,0.082818167,0.971060259,0.728741325,0.743206042,0.134566948,0.277878201,0.951714773,0.796324548,0.803179925,0.091407122,0.690658257,0.986493231,0.820852444,0.820086029,0.053498635
7.csv,241,12,360,0,1,1,0,0.883878083,0.883878083,8,1,1,-0.660832424,multiplicative,logistic,0.769121122,0.298412131,0.131877288,0.073973697,-0.158571501,-0.260879413,-0.21331073,-0.164657796,-0.007538113,0.022371358,0.00957694,0.294437185,0.118546005,0.112346251,0.067099087,0.050084574,0.271837592,0.148338633,0.139388301,0.06769417,0.045046385,0.958505328,0.233356141,0.249852427,0.1833653,0.062606378,0.432066182,0.285200759,0.326260955,0.121316627,0.048843188,0.883864419,0.374290116,0.42231614,0.187738845,0.058498855,0.65684148,0.379299128,0.360127064,0.211315482,0.028637386,0.756490966,0.409930388,0.421910218,0.247895335,0,0.902457135,0.4050253,0.388519843,0.271379471,0.118232279,0.920073216,0.454769757,0.524826948,0.267415147,0.021282336,1,0.563190631,0.708234133,0.348996587
8.csv,15841,792,30,1,0,0,0,1.375398592,1.375398592,19,2,3,-0.975389909,multiplicative,linear,0.791006341,0.432925215,0.295959281,0.221876794,0.153375587,0.124816504,0.091868424,0.102952427,0.06591721,0.065032905,0,0.961710622,0.502111496,0.493582229,0.270557032,0.086250073,0.986208807,0.511786527,0.519040656,0.252231759,0.083556715,0.978286158,0.608340669,0.659137343,0.238627575,0.076764788,1,0.85151441,0.870935797,0.109428497,0.088274348,0.992966596,0.854834257,0.870602337,0.10178158,0.103616234,0.98801817,0.783667,0.843851975,0.146691924,0.083121788,0.987280752,0.719403133,0.724885092,0.125995299,0.088578161,0.98697187,0.759436276,0.770292183,0.109737767,0.076576082,0.972856132,0.758817122,0.768795038,0.118314145,0.07983261,0.982529299,0.814201928,0.828783943,0.101793091
9.csv,34561,1728,10,1,0,0,0,1.676740879,1.676740879,29,0,48,-0.996729176,multiplicative,linear,0.76590713,0.440442905,0.299040731,0.226601289,0.18470442,0.141656242,0.122781636,0.123347684,0.10094121,0.085710284,0.046662681,0.910512447,0.203798107,0.188016773,0.100802494,0.035648293,0.902124089,0.238666314,0.227776273,0.098651179,0.050082678,0.917943619,0.280611413,0.276982706,0.107220782,0.056941239,0.91424548,0.294117557,0.27697532,0.130032795,0,0.910411607,0.181973636,0.16730782,0.094516351,0.025421177,0.916146329,0.184957917,0.168237507,0.103688721,0.040594642,0.918636091,0.183452301,0.167420692,0.098032941,0.033320648,0.909003664,0.268824107,0.185492224,0.195579268,0.050442761,0.906925406,0.492101019,0.493208614,0.22885493,0.066814332,1,0.544810469,0.53410994,0.256255151
10.csv,361,18,360,0,1,1,0,0.938876258,0.938876258,7,2,1,-0.593855199,multiplicative,logistic,0.834302943,0.318526729,0.041817521,0.012186385,-0.258937869,-0.269395209,-0.183011218,-0.161503693,0.091385341,-0.081026768,0,0.722242121,0.147401166,0.124273432,0.132942738,0.039166465,0.246831044,0.152688201,0.164725079,0.060046421,0.017658862,0.369801554,0.211178289,0.219447925,0.09965874,0.092759826,0.811244719,0.28248182,0.266994066,0.144015569,0.039023933,0.515090694,0.250736532,0.233834722,0.157745081,0.048196715,0.852341309,0.336395331,0.317895417,0.193192765,0.056404182,0.731911277,0.41309198,0.411697487,0.227388045,0.040868706,0.817509063,0.431538349,0.431756881,0.251212056,0.067711197,0.920099851,0.446265941,0.468907488,0.298586038,0.041443372,1,0.569523245,0.548030566,0.291474789
11.csv,841,42,360,0,1,1,0,1.205030026,1.205030026,8,1,1,-0.688987899,multiplicative,logistic,0.793929408,0.372904206,0.12835085,0.057239375,-0.115882112,-0.112341431,-0.099767925,-0.128132615,-0.025034053,0.002234829,0,0.937714605,0.475224711,0.474751547,0.272052697,0.123223508,0.938882382,0.537215624,0.529548856,0.255115055,0.150481838,0.92040297,0.562887238,0.567084746,0.223282842,0.31342688,0.954274252,0.624185835,0.622417949,0.187534918,0.279481247,0.990799873,0.774009185,0.862100265,0.187770425,0.169183005,0.973870143,0.881637303,0.888026709,0.090576327,0.813590653,0.978602266,0.884758307,0.881400828,0.038666103,0.42771263,0.963016545,0.87504761,0.885353916,0.079973714,0.19073974,1,0.867629653,0.873995803,0.089662053,0.104941535,0.94928113,0.831660526,0.867504847,0.157861925
12.csv,25921,1296,10,1,0,0,0,1.030577319,1.030577319,26,2,1,-0.992636301,multiplicative,linear,0.823294527,0.451935151,0.309466055,0.239377201,0.172485496,0.152923,0.120573851,0.109856713,0.093219047,0.073920614,0,0.993196167,0.51457879,0.492443143,0.263297847,0.07701649,0.945408075,0.477320047,0.454684742,0.233628005,0.098551995,0.968427997,0.591842734,0.588102626,0.209141457,0.109024736,0.953798526,0.570595338,0.518457499,0.187503362,0.10138965,0.963783456,0.645886748,0.647792218,0.163262804,0.102822997,0.983380885,0.80639999,0.850763671,0.140277298,0.126815326,1,0.841816582,0.857255089,0.100750212,0.10701083,0.988643511,0.842889355,0.857294482,0.096640688,0.119966339,0.981658933,0.842660272,0.857500004,0.099245893,0.100297284,0.978922027,0.836255743,0.85594546,0.112430325
14.csv,8641,432,30,1,0,0,0,1.601521433,1.601521433,16,4,1,-0.975052178,multiplicative,linear,0.747294924,0.417714226,0.287688393,0.211569616,0.175611071,0.13215759,0.118329055,0.094581756,0.068709176,0.074143373,0.035974839,0.907982878,0.193358415,0.175832615,0.111246544,0.063488574,0.900803364,0.286020546,0.282687942,0.116041117,0.063900098,0.919420705,0.327018392,0.31208708,0.155662921,0.066678068,0.906567984,0.443885522,0.461410158,0.193371518,0.048061188,0.934300318,0.477208673,0.489360366,0.253029614,0.010210732,1,0.225624611,0.150939972,0.22299313,0.029513325,0.901392884,0.152918303,0.139680885,0.095463037,0.016916607,0.900144005,0.154097737,0.142769229,0.087956124,0,0.873313229,0.162349505,0.145230473,0.113684126,0.024360713,0.902337283,0.170234682,0.148054253,0.124131319
15.csv,241,12,1440,0,1,1,0,1.224115253,1.224115253,13,9,1,-0.663509093,multiplicative,logistic,0.653136128,-0.121099758,-0.080894987,0.177548238,0.38394642,0.428488226,0.300856429,0.162009363,-0.072930656,-0.151215092,0,0.892505527,0.445847372,0.430529475,0.312656327,0.011980156,0.907088703,0.447880528,0.463021297,0.278695813,0.170393449,0.872204943,0.533564775,0.522095954,0.243397449,0.036420823,0.910580319,0.574216835,0.566821978,0.2499518,0.795321441,0.961284708,0.867808878,0.862588183,0.046907369,0.206740834,0.969217122,0.805260685,0.834039339,0.165200217,0.349938214,1,0.829254232,0.859942805,0.135191186,0.627941663,0.955849512,0.809467357,0.824043525,0.080635393,0.649423142,0.879920165,0.783272773,0.778853373,0.051539538,0.267347208,0.909607931,0.824831236,0.84693183,0.128632933
16.csv,301,15,1440,0,1,1,0,1.443341255,1.443341255,9,0,1,-0.621604431,multiplicative,logistic,0.645433426,-0.177816192,-0.205688751,0.297106137,0.432572165,0.409162415,0.274809113,0.154664344,-0.10892836,-0.028625328,0,0.905164272,0.458464778,0.457743987,0.294280586,0.070310494,0.94464679,0.557341444,0.636443055,0.273797416,0.179413873,1,0.5346348,0.550844653,0.246918629,0.436149218,0.989142588,0.868281455,0.877736112,0.096352073,0.087858531,0.958660935,0.852597335,0.874788576,0.15350978,0.387271053,0.965333687,0.860402903,0.87612527,0.117435916,0.550874269,0.940051216,0.743572223,0.754031221,0.117066876,0.051993519,0.914058431,0.753464593,0.761684635,0.157370055,0.233450626,0.956385276,0.768548404,0.781915414,0.142172477,0.600517334,0.93444472,0.830620177,0.83608554,0.061900218
17.csv,721,36,360,0,1,1,0,0.056128562,0.056128562,7,1,1,-0.608509687,additive,logistic,0.865834655,0.393755345,0.19471758,0.111552729,-0.034294188,-0.125414728,-0.07326296,-0.060406706,-0.024553631,0.004265491,0,0.896826244,0.194802821,0.176251601,0.140792999,0.061572171,0.540073417,0.294345423,0.298100496,0.09814783,0.078521522,0.921995843,0.353864301,0.341921235,0.12945023,0.257317176,0.840837606,0.447493312,0.455789346,0.107408793,0.254029833,0.691825739,0.507161626,0.512571555,0.105836303,0.067643374,0.827539452,0.480236894,0.462954223,0.129241031,0.150306045,0.798624562,0.552249321,0.550461215,0.119713322,0.333948039,0.825278823,0.593848767,0.571813105,0.102536653,0.406315452,0.886553881,0.716946754,0.73807012,0.10432801,0.149951481,1,0.75617752,0.753418589,0.121101198
18.csv,7201,360,60,0,1,1,0,0.315059175,0.315059175,22,2,2,-0.966819941,multiplicative,logistic,0.879406632,0.444077602,0.317399711,0.237783013,0.185012174,0.140737852,0.164959477,0.111546249,0.090347687,0.078622978,0,0.870641427,0.235087872,0.222871403,0.099408675,0.125570263,0.908192536,0.289556134,0.282410827,0.093315539,0.151664281,0.936714502,0.358021454,0.351982731,0.089340738,0.139292932,0.938710668,0.360221611,0.358726236,0.082865683,0.163121968,0.924982234,0.413398563,0.406899082,0.078428967,0.15376492,0.932904315,0.475754968,0.473226254,0.072232996,0.202670243,0.938702929,0.588485059,0.580286265,0.073202497,0.137094109,0.934840814,0.653224861,0.660701013,0.082255517,0.14042023,0.908465922,0.706662404,0.715641635,0.089628552,0.153702692,1,0.82548364,0.830040544,0.09607849
19.csv,52561,2628,10,0,1,1,0,0.226941951,0.226941951,31,0,3,-0.994669432,multiplicative,logistic,0.891523422,0.468044447,0.316745917,0.248084651,0.194766468,0.167017687,0.136873908,0.116349685,0.104505216,0.100649443,0,0.888191493,0.206048076,0.196257749,0.093885846,0.09873194,0.895272584,0.268254119,0.25823971,0.093540227,0.114788762,0.894853372,0.304053591,0.297826817,0.083035934,0.112408095,0.895853774,0.340165683,0.334829473,0.075625707,0.115305892,0.89162535,0.401042821,0.397701982,0.072855222,0.115995003,0.895398351,0.507129959,0.509209057,0.067554772,0.114166641,0.894419927,0.568028143,0.569524113,0.065059223,0.115924068,0.896295851,0.653220316,0.659957934,0.081670776,0.113370385,0.923013531,0.742253332,0.749219819,0.086416979,0.113685355,1,0.802250122,0.811430746,0.09568224
20.csv,15841,792,30,0,1,1,0,0.301264442,0.301264442,29,0,1,-0.983350418,multiplicative,logistic,0.88139797,0.459355067,0.323245823,0.23831284,0.203091639,0.151818675,0.127712174,0.093453423,0.112560452,0.073864403,0,0.901163361,0.19727113,0.184694565,0.11075472,0.073234495,0.897074787,0.25843083,0.250345029,0.088815252,0.106552861,0.902980759,0.307318971,0.304909704,0.07966425,0.110044154,0.897970354,0.320405203,0.315686809,0.079696674,0.105825414,0.902051889,0.38412994,0.378403225,0.076458066,0.096349825,0.903213439,0.472182456,0.469551189,0.075810823,0.09624638,0.868244173,0.561209076,0.566144915,0.076660862,0.102101921,0.887384391,0.620532788,0.623506418,0.0760622,0.096232645,0.922527333,0.724795993,0.728728471,0.096637351,0.097686131,1,0.802907191,0.814793181,0.108835624
21.csv,331,16,1440,0,1,1,0,0.270515401,0.270515401,9,0,2,-0.720414202,multiplicative,logistic,0.865735005,0.41974255,0.155871131,0.241430848,0.304045237,0.248136613,0.298108895,0.188042871,0.080431867,0.072526836,0,0.508167731,0.140438001,0.119603681,0.118547619,0.070549934,0.90799448,0.261108324,0.207487683,0.194907514,0.143365632,0.455183283,0.267507198,0.266587091,0.062110498,0.150596372,0.581054562,0.296413552,0.304482142,0.076943336,0.089987374,0.571627344,0.346319061,0.339648713,0.081835376,0.351270956,0.608760811,0.468142428,0.461083964,0.067840031,0.087331199,0.655025959,0.537610155,0.557662269,0.126616632,0.544600727,0.767816275,0.647444932,0.641906335,0.061640085,0.611589201,0.921262707,0.781786405,0.777138959,0.075036699,0.655070608,1,0.8706022,0.883345031,0.080851184
22.csv,1321,66,360,0,1,1,0,0.297083118,0.297083118,8,0,3,-0.865035501,multiplicative,logistic,0.865214869,0.496340085,0.282365262,0.17416559,0.164862522,0.088698735,0.069688897,0.034932989,0.01304784,0.016037334,0,0.729916022,0.17483675,0.15884964,0.100558373,0.11180794,0.796959345,0.240353719,0.238616923,0.07851246,0.1699846,0.948446269,0.308039686,0.29508007,0.101621428,0.167467428,0.696876704,0.320668732,0.316523741,0.076330702,0.249899355,0.836350606,0.392057552,0.381987542,0.087754978,0.077607044,0.89804069,0.475597221,0.480103754,0.09873926,0.127130739,0.69769876,0.576250021,0.579700231,0.07917035,0.079346924,0.924014237,0.647739575,0.656934621,0.102819713,0.075561568,0.971187827,0.750579395,0.755673442,0.120626583,0.095893323,1,0.84505243,0.854982101,0.128515881
23.csv,1461,73,360,0,1,1,0,0.236132438,0.236132438,9,1,8,-0.871912671,multiplicative,logistic,0.901703155,0.442192993,0.291179376,0.225016238,0.151522984,0.071840714,0.079524588,0.007293245,0.062637737,-0.000462958,0,0.938493015,0.191605044,0.181171421,0.113206556,0.127197414,0.814127016,0.257338322,0.24265573,0.091114304,0.114600751,0.916013834,0.293224909,0.292511118,0.094755985,0.128579773,0.882309385,0.339976749,0.333763259,0.094059276,0.135051054,0.610536297,0.400802946,0.40368243,0.058536718,0.249647478,0.625354911,0.515350111,0.519255632,0.055303393,0.173575036,0.883159349,0.591404051,0.594847034,0.087414162,0.354721919,0.834990532,0.684218612,0.683705167,0.072705955,0.308816879,0.91902175,0.790145121,0.79077566,0.065840999,0.105465191,1,0.842331937,0.861979862,0.118582056
24.csv,91,4,1440,0,1,1,0,0.059290243,0.059290243,7,1,1,-0.544097177,additive,logistic,0.808718348,-0.360731349,0.045738972,0.415795801,0.565500394,0.53769269,0.491349643,0.092415597,0.035437328,-0.128082074,0,0.462619988,0.240709015,0.263260615,0.164761751,0.147210347,0.505591754,0.323287296,0.312113992,0.121909982,0.182546581,0.549120877,0.407746507,0.411203528,0.12513535,0.105869376,0.642037851,0.433201005,0.483555474,0.177963056,0.298201238,0.69470497,0.485137455,0.48512979,0.166231669,0.370446733,0.733295612,0.529929866,0.528185262,0.130077464,0.435857444,0.840255664,0.638170938,0.683257947,0.146493358,0.473113063,0.903120274,0.646455255,0.615871533,0.147045579,0.545553378,0.838292505,0.675440388,0.668101992,0.111543816,0.593912613,1,0.808807341,0.874279774,0.149207693
25.csv,211,10,1440,0,1,1,0,0.482772252,0.482772252,7,2,1,-0.571768132,multiplicative,logistic,0.875774663,0.099062902,0.032076667,0.333670409,0.438751913,0.367624452,0.335920596,0.221724927,0.074592219,-0.006611707,0,0.262445296,0.139357026,0.160889861,0.088171369,0.076617539,0.35732287,0.218997162,0.223944867,0.08606984,0.134953562,0.575925008,0.30722007,0.313079108,0.106184931,0.214378873,0.49640824,0.360430575,0.363500622,0.08706557,0.205614938,0.519574482,0.371451871,0.383671992,0.091116266,0.254615438,0.542765311,0.382042739,0.370969879,0.082632186,0.270742782,0.904496653,0.490746576,0.457629546,0.144554522,0.40717258,0.672840951,0.551967511,0.570361975,0.083874289,0.493980584,0.772809154,0.638900947,0.657908442,0.091444762,0.327826793,1,0.80533445,0.849302892,0.152187417
26.csv,241,12,1440,0,1,1,0,0.338072367,0.338072367,9,0,1,-0.627213719,multiplicative,logistic,0.865611295,0.231683329,0.135527671,0.18782338,0.395047958,0.40149766,0.288616124,0.233995974,-0.037305919,-0.014232551,0,0.282754435,0.14180991,0.129483751,0.078285842,0.064786795,0.380210223,0.235945891,0.246196138,0.092258904,0.162531915,0.442269359,0.309468936,0.328322169,0.085859974,0.225302342,0.516250585,0.374687094,0.353051121,0.08591432,0.230437109,0.85451564,0.404568628,0.387613119,0.125863912,0.292030413,0.841231054,0.457627145,0.443803996,0.119925067,0.137168716,0.689205793,0.530960838,0.554389566,0.118676166,0.485955897,0.846093116,0.658394344,0.669238979,0.103101621,0.38162102,0.945871334,0.798549554,0.807733911,0.120023313,0.197458554,1,0.854118399,0.895778073,0.16605935
27.csv,43201,2160,10,0,1,1,0,0.3165324,0.3165324,31,0,1,-0.994562902,multiplicative,logistic,0.88183897,0.469987727,0.314700721,0.243076766,0.194419193,0.15898489,0.142970257,0.128369853,0.097539832,0.095977519,0,0.896471402,0.222922398,0.213391587,0.100212841,0.105912194,0.900754082,0.277489373,0.268858052,0.089179647,0.125249148,0.898516833,0.340062345,0.335773976,0.080615966,0.129124348,0.903006215,0.345189009,0.341253161,0.084758913,0.122798515,0.90081182,0.392116383,0.387180022,0.074879709,0.122794443,0.896744416,0.451057536,0.447967842,0.068691197,0.132155538,0.898442426,0.565348937,0.557938444,0.071172099,0.125116578,0.90206254,0.627408774,0.629163852,0.070845176,0.1283383,0.895784467,0.68072144,0.684043102,0.080606838,0.124490866,1,0.79501756,0.797754754,0.09178762
28.csv,61,3,1440,0,1,1,0,0.083953891,0.083953891,7,1,1,-0.571395649,additive,logistic,0.705525275,-0.419795287,-0.158595656,0.549808292,0.308345998,0.454726997,0.486930718,0.186962185,0.07422768,-0.169740815,0,0.542467329,0.288362472,0.328611706,0.254972146,0.090533423,0.547023813,0.292530578,0.273997705,0.175002284,0.141796196,0.611503146,0.358145006,0.332378878,0.17195462,0.03898869,0.605133045,0.315287101,0.277931599,0.219380062,0.27389237,0.74689881,0.517852829,0.52611763,0.176543362,0.298352672,0.799854176,0.542664226,0.521293392,0.191923714,0.301320154,0.818823672,0.584292928,0.619800756,0.209385632,0.364796136,0.89987639,0.645676575,0.640324269,0.2220623,0.431429167,0.929801811,0.645339341,0.631022479,0.185341717,0.491840717,1,0.694771375,0.670363295,0.183437189
29.csv,21601,1080,10,1,0,0,0,0.147637732,0.147637732,28,0,5,-0.973501001,multiplicative,linear,0.855134201,0.454074293,0.30128343,0.21908351,0.191966092,0.163769087,0.13607233,0.108178245,0.091468921,0.096183093,0,0.90481297,0.275125035,0.275905453,0.132042076,0.065304747,0.906961731,0.335376856,0.323367366,0.125283919,0.099987525,0.905531495,0.392354688,0.380162225,0.117986647,0.100758112,0.896414963,0.463764376,0.442507391,0.1090414,0.097140427,0.885563253,0.535598295,0.538974895,0.102608129,0.103313896,0.905530919,0.610346315,0.628574626,0.112189147,0.096259181,0.907436778,0.562168991,0.561053057,0.135439264,0.115547099,0.904429587,0.607968363,0.617595386,0.115878328,0.119793007,0.931391337,0.667363703,0.663130406,0.123454041,0.112859976,1,0.730614737,0.729309583,0.128177208
30.csv,7201,360,60,0,1,1,0,0.336497222,0.336497222,21,2,1,-0.964593453,multiplicative,logistic,0.879424955,0.46098895,0.316558194,0.220267988,0.181368698,0.200870217,0.122516934,0.108990459,0.087935173,0.099572371,0,0.906490144,0.202964905,0.19616085,0.107514039,0.095656419,0.905881506,0.259047791,0.249469049,0.096391743,0.158271327,0.90034177,0.322584378,0.316145031,0.080867711,0.096631512,0.888740897,0.32849553,0.328981395,0.085192922,0.097455864,0.893624501,0.37928671,0.373786666,0.081792678,0.1035993,0.910556516,0.440147765,0.437043121,0.068503018,0.106552135,0.902019617,0.562792287,0.556777951,0.075414809,0.102748188,0.896140404,0.621002072,0.624364029,0.084678972,0.101928674,0.916010444,0.683764309,0.687737337,0.084344917,0.106283876,1,0.805842563,0.806755629,0.096402347
31.csv,5761,288,30,1,0,0,0,0.133660994,0.133660994,14,0,17,-0.951251534,multiplicative,linear,0.863140289,0.450689571,0.320950913,0.218680524,0.153731457,0.115399521,0.111428066,0.090704995,0.070959775,0.058153869,0,0.893914477,0.253238808,0.242373401,0.133545448,0.084965244,0.900925581,0.35469397,0.378975676,0.134313626,0.093956086,0.909797882,0.431895597,0.46775935,0.136286308,0.149097023,0.923644447,0.462785684,0.455800918,0.1374469,0.104068115,0.909492386,0.5325987,0.53378381,0.131421508,0.096255512,0.911962041,0.634328155,0.650314112,0.133220649,0.147288674,0.955877499,0.679556704,0.676050738,0.147271612,0.089792791,1,0.663412355,0.627083403,0.169973947,0.08649778,0.927850022,0.651300026,0.67036915,0.141116091,0.169265871,0.978832111,0.725389338,0.741691595,0.145664263
32.csv,52561,2628,10,0,1,1,0,0.231640085,0.231640085,31,0,2,-0.999429543,multiplicative,logistic,0.887244267,0.476587177,0.321033634,0.245741205,0.194562637,0.163438068,0.142844157,0.12244128,0.100561852,0.091326872,0,0.886888779,0.204912859,0.195745514,0.100295847,0.055249988,0.894211284,0.261785333,0.255479535,0.086375076,0.110555562,0.893745472,0.299742234,0.293732237,0.080663719,0.113796121,0.89408568,0.336115878,0.332262753,0.074841886,0.11070317,0.893919237,0.398056695,0.394938207,0.070058557,0.110583761,0.892188056,0.503431557,0.506489586,0.066881414,0.113492545,0.891551409,0.563330969,0.566238667,0.06899976,0.116659321,0.894407403,0.652064921,0.657370815,0.080628092,0.110333702,0.925548927,0.737570505,0.746104809,0.090536633,0.110059195,1,0.798200327,0.809076198,0.102301887
33.csv,61,3,1440,0,1,1,0,0.929881856,0.929881856,8,1,1,-0.600563948,multiplicative,logistic,0.527388409,-0.338840447,-0.293461654,0.139146252,0.313177555,0.368151788,0.624744813,0.425377185,0.210727656,-0.084991806,0.001341411,0.497888897,0.114056131,0.058686163,0.175120108,0,0.233654665,0.085911644,0.081561565,0.085550861,0.070353083,0.429176614,0.186646968,0.168249458,0.12782459,0.028410686,0.366117545,0.198157403,0.204434619,0.139650655,0.062631839,0.413465699,0.24849723,0.282534705,0.151864067,0.002239735,0.598116381,0.346378693,0.377193334,0.220935692,0.040195003,0.713668541,0.456365353,0.540620411,0.26907217,0.02618978,0.799905098,0.390022439,0.323058375,0.312280084,0.113550018,0.610813365,0.321925894,0.280259357,0.216164031,0.020610336,1,0.448499998,0.406868976,0.363781914
