dataset_name,instances_no,missing_count_in_target,sampling_rate,stationary_no,non_stationary_no,first_diff_stationary_no,second_diff_stationary_no,target_skewness,target_kurtosis,lags_no,insignificant_lags_no,seasonality_components_no,fractal_dim,series_type,trend_type,pacf_01,pacf_02,pacf_03,pacf_04,pacf_05,pacf_06,pacf_07,pacf_08,pacf_09,pacf_10,percentile_0_min,percentile_0_max,percentile_0_mean,percentile_0_median,percentile_0_std,percentile_1_min,percentile_1_max,percentile_1_mean,percentile_1_median,percentile_1_std,percentile_2_min,percentile_2_max,percentile_2_mean,percentile_2_median,percentile_2_std,percentile_3_min,percentile_3_max,percentile_3_mean,percentile_3_median,percentile_3_std,percentile_4_min,percentile_4_max,percentile_4_mean,percentile_4_median,percentile_4_std,percentile_5_min,percentile_5_max,percentile_5_mean,percentile_5_median,percentile_5_std,percentile_6_min,percentile_6_max,percentile_6_mean,percentile_6_median,percentile_6_std,percentile_7_min,percentile_7_max,percentile_7_mean,percentile_7_median,percentile_7_std,percentile_8_min,percentile_8_max,percentile_8_mean,percentile_8_median,percentile_8_std,percentile_9_min,percentile_9_max,percentile_9_mean,percentile_9_median,percentile_9_std
86.csv,7201,360,60,1,0,0,0,0.004345557,0.004345557,11,1,1,-0.845968927,additive,linear,0.865039152,0.433803241,0.268509355,0.156401192,0.11145922,0.088284072,0.046865623,0.046397464,0.042217205,0.010159479,0.142494196,0.908547744,0.517014397,0.518494567,0.150647888,0.117253896,0.919708986,0.507222751,0.518494567,0.156509955,0.139750411,0.881015155,0.520952348,0.518494567,0.14906318,0.017749269,0.868421639,0.341524785,0.337878727,0.175419762,0.016994705,0.872190932,0.307729272,0.300926534,0.158322006,0,0.920137168,0.314677077,0.313390452,0.159062805,0.122552044,0.894869962,0.504137416,0.518494567,0.154925625,0.124563973,0.914661422,0.51756042,0.518494567,0.151377493,0.111057448,0.908022412,0.506036677,0.518494567,0.155317476,0.126977296,1,0.692113134,0.674755594,0.150949603
87.csv,38881,1944,10,1,0,0,0,0.084986164,0.084986164,21,3,2,-0.967582716,additive,linear,0.888677508,0.463254824,0.304360241,0.222251085,0.175468747,0.138974998,0.103624541,0.082572448,0.072350057,0.05937111,0.134802345,0.963237978,0.613093485,0.622271096,0.178457738,0.134436698,0.990838455,0.613240151,0.621326345,0.182329017,0.133958684,0.981234531,0.619032957,0.624201297,0.186398723,0.045427158,0.970576172,0.488159531,0.487383751,0.234915477,0,0.869895208,0.392894174,0.383981719,0.17827002,0.019185302,0.851810367,0.387991892,0.382922028,0.182999125,0.025854754,1,0.425049038,0.398259752,0.206801253,0.134097045,0.965585274,0.611350521,0.620987955,0.180395215,0.13866892,0.97571197,0.614279772,0.620316845,0.179831213,0.134192267,0.970365615,0.620643432,0.624439343,0.184881985
88.csv,43201,2160,10,1,0,0,0,0.005965408,0.005965408,26,0,13,-0.974044277,multiplicative,linear,0.855151361,0.454363361,0.309739995,0.230140884,0.172743656,0.145925728,0.120221334,0.097778737,0.096906157,0.077618871,0.141550029,0.863930073,0.503083951,0.502182689,0.132859031,0.139075126,0.865507104,0.4919272,0.502182689,0.137624216,0.15086002,0.864705274,0.508222328,0.502182689,0.133913283,0,0.862379797,0.347693118,0.336141815,0.158905367,0.021412622,0.863778481,0.317802896,0.308303161,0.142864183,0.050060577,0.865402593,0.322802634,0.314763169,0.142105085,0.138855295,0.858978721,0.487966768,0.498101376,0.140616897,0.144393539,0.864739617,0.500762784,0.502182689,0.132157832,0.139079284,0.865632199,0.491435968,0.502182689,0.138006169,0.140173082,1,0.657488745,0.647646909,0.137079275
89.csv,6481,324,60,1,0,0,0,0.094964049,0.094964049,11,2,1,-0.839107167,additive,linear,0.875858675,0.419499748,0.27533465,0.138093342,0.093820602,0.072346768,0.048476454,0.03038273,0.031947435,-0.0072325,0.101674354,0.963462918,0.599947257,0.613143774,0.191706304,0.121781608,0.977528592,0.603586714,0.612352253,0.194283268,0.099640984,0.959352247,0.611753362,0.619534362,0.197293344,0.020186627,1,0.461174066,0.466469108,0.251933438,0.015286566,0.839612785,0.364935643,0.359201048,0.189112942,0,0.850290025,0.365357365,0.360524706,0.196457316,0.012126764,0.979039702,0.403915326,0.389796313,0.220067593,0.109169796,0.983003751,0.603675424,0.610339747,0.190659365,0.110714169,0.981434813,0.602425362,0.61175094,0.193256297,0.136257319,0.981924478,0.602929352,0.613688949,0.196732314
90.csv,211,10,1440,0,1,1,0,0.051001866,0.051001866,13,5,1,-0.457655745,additive,logistic,0.633913973,-0.458233617,-0.272183692,0.283092146,0.497712356,0.529562171,0.25268463,0.047996805,-0.058622364,-0.168599165,0.343318805,0.991352077,0.611554436,0.575387346,0.198483583,0.348538104,0.959169906,0.619289374,0.609869705,0.207383336,0.279379631,0.912453253,0.615420807,0.56837113,0.220636023,0.188725603,0.935556141,0.595364651,0.567955411,0.227457725,0.064233922,0.903355971,0.429534908,0.43578405,0.254090581,0.055021682,0.630223726,0.343362524,0.350756204,0.205108423,0.059314174,0.883459518,0.357455749,0.331512457,0.234908689,0.056745869,0.627604021,0.353003481,0.357934448,0.208626199,0,1,0.393381117,0.343355634,0.273761334,0.333687658,0.969301499,0.635537347,0.629745252,0.219674748
91.csv,721,36,480,0,1,1,0,0.028440213,0.028440213,17,5,2,-0.39257855,additive,logistic,0.799767861,0.254988232,0.000727456,-0.296700711,-0.147371237,-0.27789899,-0.119126436,-0.027007019,-0.022705446,0.27517278,0.332284772,0.95660686,0.614523121,0.615970402,0.201468558,0.233986213,1,0.618140177,0.620072972,0.1981065,0.112899819,0.958172438,0.600713505,0.605051944,0.210415542,0.010454137,0.9332743,0.548505514,0.606506576,0.243056142,0.007119347,0.692906978,0.352204845,0.341071808,0.198403111,0.04286289,0.825057106,0.322825871,0.313618304,0.204435482,0.027521326,0.664889665,0.358882901,0.349686789,0.190794224,0,0.897241005,0.416276541,0.408971621,0.222503038,0.118713663,0.956968529,0.603396111,0.62056935,0.21984796,0.080486437,0.969240039,0.612078338,0.614866924,0.209266518
92.csv,1461,73,360,0,1,1,0,0.012214684,0.012214684,22,3,2,-0.470356529,additive,logistic,0.876958707,0.270263219,0.097808362,0.029371726,-0.27988903,-0.20709431,-0.169767066,-0.138090552,0.070153593,0.103592627,0.246170913,0.701911621,0.479522827,0.48174611,0.139726645,0.225222075,0.717617605,0.478915432,0.48174611,0.146577561,0,0.751357105,0.382502904,0.383698605,0.190781294,0.019066795,0.571591186,0.282936794,0.269923412,0.147643786,0.023021452,0.772550673,0.282960381,0.275507416,0.157409472,0.128044016,0.868391112,0.47289145,0.48174611,0.166625929,0.208262041,0.728584715,0.481480629,0.48174611,0.147120736,0.247847667,0.94161851,0.588664263,0.587027599,0.162073071,0.180174278,1,0.688735961,0.699772867,0.160244805,0.392505769,0.975827434,0.685614398,0.681111169,0.148200435
93.csv,451,22,480,0,1,1,0,0.107406385,0.107406385,6,1,1,-0.308684361,additive,logistic,0.86755247,0.122394461,-0.03033389,-0.392681502,-0.328739583,-0.22377257,0.080872793,0.055004927,0.007252214,0.415472523,0.327362223,0.922186787,0.619254868,0.648264948,0.185903303,0.344283695,1,0.612608885,0.602117976,0.204828987,0.332755458,0.911412976,0.61249087,0.623830092,0.192018699,0.3296858,0.932984024,0.592499332,0.572375745,0.18946173,0.338903106,0.953646221,0.622270704,0.626161254,0.192790272,0.331859544,0.928555086,0.629977237,0.63234969,0.193824706,0.052681129,0.942414036,0.414524526,0.419767094,0.247681295,0,0.626022493,0.33863531,0.358777033,0.203995263,0.047254111,0.736473018,0.34403808,0.325528273,0.205821007,0.040995353,0.636597844,0.345235947,0.34803697,0.189414616
94.csv,121,6,1440,0,1,1,0,0.100172945,0.100172945,8,0,1,-0.513639481,additive,logistic,0.609490985,-0.510689215,-0.294951164,0.244641802,0.41687177,0.431734084,0.375288255,0.02257776,-0.119953068,-0.17618778,0.313199478,0.919887156,0.614252951,0.639625631,0.224279147,0.324166169,0.946392365,0.608853618,0.612334439,0.23140899,0.07292652,0.992287865,0.62566345,0.623500318,0.274852811,0.31009891,0.95802647,0.612182605,0.525427105,0.246491474,0.325056746,0.992827752,0.621123436,0.622926773,0.205938129,0.166559701,1,0.612803588,0.584413428,0.282478798,0.357622887,0.942940678,0.680567817,0.698914054,0.216919184,0.051432904,0.932563671,0.487103568,0.449970844,0.28723489,0.000899649,0.645059223,0.31471082,0.278859714,0.233388067,0,0.758571632,0.356852434,0.331281613,0.240086187
95.csv,1441,72,60,1,0,0,0,0.027835661,0.027835661,6,0,1,-0.812028382,multiplicative,linear,0.885928435,0.409998686,0.233627007,0.120314924,0.065189429,0.028876521,0.010504477,0.00548191,0.006824317,0.000338646,0.018409691,0.9219074,0.430539119,0.408663723,0.26342418,0.040479821,0.945329934,0.455214646,0.501569474,0.276357699,0.018460022,0.998793265,0.50805226,0.647610716,0.31601248,0.026797773,0.986456041,0.56220736,0.658181202,0.285038765,0.075460161,0.962696239,0.56064031,0.501569474,0.264445552,0.037650734,0.992195856,0.525902652,0.579286632,0.305286586,0,0.979167883,0.473264594,0.501569474,0.300792031,0.036569914,0.904891291,0.446486054,0.501569474,0.271268957,0.004461581,0.949870654,0.451407422,0.501569474,0.275530854,0.01488635,1,0.493709167,0.471913318,0.311897938
96.csv,30241,1512,10,1,0,0,0,0.022341713,0.022341713,19,1,2,-0.973597514,multiplicative,linear,0.883465999,0.474923781,0.300104945,0.215257568,0.172486598,0.139674748,0.112735737,0.098633977,0.086255069,0.063618339,0.152484725,0.981456035,0.631372338,0.636282913,0.178729729,0.154158079,0.982434353,0.631743602,0.634253945,0.178750086,0.160014509,0.979631053,0.632602357,0.633757533,0.177264704,0.15466317,0.990774462,0.625193913,0.630821763,0.179068145,0.057179918,1,0.484149698,0.496776507,0.216309523,0.051269027,0.873652761,0.396857613,0.3917292,0.178771527,0.045860005,0.871348927,0.394581811,0.391791335,0.178613302,0.030661508,0.875227285,0.396787509,0.391786999,0.176981736,0,0.975536311,0.454069373,0.449823931,0.202746545,0.153509683,0.986135612,0.631786301,0.634697706,0.179128257
97.csv,241,12,360,1,0,0,0,0.134492277,0.134492277,10,3,0,-0.436300873,multiplicative,linear,0.821459873,0.171063536,0.037291028,-0.061275876,-0.419092204,-0.27359,-0.305175613,-0.325245075,-0.209824627,-0.008397236,0.049850946,0.933566212,0.436142206,0.343402687,0.2939458,0.039635451,0.922714304,0.425713328,0.329220145,0.299456051,0.037484275,0.959968423,0.498800923,0.537246175,0.310095586,0.034623549,0.957568376,0.544239968,0.595118207,0.319159222,0.067764904,0.990491562,0.515639118,0.507001649,0.285075878,0.073624367,0.974470749,0.51468051,0.507001649,0.313410671,0.032889039,0.978986962,0.501098551,0.507001649,0.341673313,0.064154431,0.968208321,0.460027299,0.483554243,0.296043967,0,0.966340361,0.427448858,0.309065681,0.303644349,0.053399325,1,0.472979274,0.332944738,0.337814755
98.csv,43201,2160,10,1,0,0,0,1.000700661,1.000700661,30,1,8,-0.9859082,multiplicative,linear,0.767517281,0.43856706,0.295430518,0.226113089,0.192496948,0.138093332,0.12760245,0.100313386,0.087245329,0.077823981,0.053678804,0.904084396,0.351336054,0.345818051,0.14731552,0.008114827,0.905409555,0.340549007,0.333514695,0.151372346,0.057592352,0.905130886,0.356549788,0.350157237,0.14612083,0.032930725,0.898142161,0.19125902,0.155950146,0.129356234,0.01977422,0.906525295,0.169239079,0.152152424,0.106499714,0,0.902314903,0.167025467,0.151804477,0.1010121,0.050330041,0.905908183,0.325862048,0.318518924,0.157484013,0.048617745,0.907733925,0.350245828,0.344120025,0.146729846,0.043211473,0.90521433,0.340397138,0.337224507,0.151287957,0.048147063,1,0.505032267,0.528883631,0.252729349
99.csv,601,30,360,0,1,1,0,0.668745006,0.668745006,7,1,3,-0.618570216,multiplicative,logistic,0.806260751,0.297765629,0.148603984,0.026484303,-0.155028454,-0.280717703,-0.222615594,-0.07328803,0.02368152,0.075094692,0.023967053,0.978138457,0.536581516,0.517886402,0.289014344,0.036913178,0.960995957,0.511021456,0.516082288,0.29665601,0,0.977308039,0.484066193,0.516042416,0.300327366,0.049854297,0.994818631,0.494127203,0.516382672,0.29099873,0.030820461,0.997213771,0.515677992,0.517063479,0.285734068,0.092319212,0.967445741,0.554662123,0.517095174,0.297698565,0.006220425,1,0.214325779,0.09600178,0.282037767,0.033599618,0.859410758,0.13541187,0.108556888,0.135638842,0.020964778,0.361976083,0.11239179,0.110321365,0.053057078,0.015031363,0.64577701,0.120736565,0.114088733,0.086036463
100.csv,841,42,360,0,1,1,0,0.769160601,0.769160601,21,8,1,-0.615964782,multiplicative,logistic,0.837924738,0.328077313,0.078560432,0.024246647,-0.223619683,-0.219632737,-0.146470196,-0.141137471,0.011442816,0.041955323,0.013186081,0.960872071,0.50339226,0.504678753,0.277231554,0.061143855,1,0.508134949,0.504915762,0.290990556,0.04135802,0.959713128,0.504573284,0.504964311,0.287653661,0.065102577,0.964494856,0.51422907,0.504956267,0.28197757,0.021773509,0.924195477,0.26972949,0.124180467,0.270504435,0.009304875,0.781585923,0.118621413,0.100677772,0.099468517,0,0.870757127,0.128178264,0.099728282,0.120725267,0.003741961,0.500891419,0.109009475,0.103104378,0.071592035,0.023472709,0.899520248,0.213393081,0.107340973,0.252193404,0.078194413,0.967681115,0.503570413,0.504590003,0.282643233
101.csv,241,12,360,1,0,0,0,0.125663958,0.125663958,13,4,1,-0.415523917,multiplicative,linear,0.822680295,0.218399621,0.00559589,-0.123415592,-0.406437593,-0.342975106,-0.232611997,-0.302497108,-0.196108007,-0.07675337,0.008511475,0.852157789,0.43391877,0.473300949,0.291447387,0.02987163,0.960533397,0.361391478,0.261988887,0.306882414,0.00180734,0.93712283,0.506197194,0.635681376,0.333357287,0,0.9433607,0.499136946,0.553420839,0.310832394,0.080373296,0.974295527,0.542651226,0.56599259,0.277549282,0.055495115,0.935998066,0.519160234,0.557560934,0.320944726,0.010424543,0.939523981,0.416675015,0.360086519,0.306705951,0.015128492,0.959493217,0.409241504,0.365018974,0.282675903,0.05911499,0.918644979,0.396893012,0.273667516,0.273581396,0.051332646,1,0.460078364,0.394123693,0.327717331
102.csv,211,10,1440,0,1,1,0,0.889385092,0.889385092,7,0,0,-0.52490434,multiplicative,logistic,0.71678085,-0.394506946,-0.169942628,0.430849161,0.517340334,0.419268534,0.048420614,0.0191828,-0.122717925,-0.051736193,0.111900288,0.964418395,0.537482938,0.515276829,0.290593496,0.07622261,0.968521765,0.469948539,0.462739607,0.29680544,0.121384354,0.97895622,0.509792989,0.514315912,0.299990305,0.081975678,1,0.487324642,0.514340733,0.30547388,0.002511138,0.996207215,0.234990076,0.110530362,0.288231557,0.007320832,0.163122949,0.099466885,0.100268654,0.039001179,0.030087896,0.202995244,0.091944386,0.094043919,0.04258199,0,0.164347606,0.092839826,0.104590352,0.045289427,0.024855407,0.929474127,0.226368386,0.122064554,0.271715551,0.033422551,0.981337295,0.512794601,0.514279981,0.334019875
103.csv,361,18,360,1,0,0,0,0.044474718,0.044474718,10,3,1,-0.392771757,additive,linear,0.849522831,0.177933476,-0.010905228,-0.104080939,-0.473671333,-0.35427177,-0.359617982,-0.397130384,-0.147935402,-0.079466088,0.025890067,1,0.511863652,0.568027047,0.293371092,0.043332305,0.876014743,0.415437596,0.340883503,0.286827037,0.068455091,0.962216491,0.534658975,0.497987587,0.295305868,0.028395869,0.97044872,0.542237401,0.64407156,0.286650376,0.022237112,0.973211553,0.433090441,0.321281121,0.305473471,0.063583111,0.932829866,0.479206201,0.497987587,0.293174227,0.085346893,0.994163805,0.585020192,0.667353637,0.315129642,0.029456306,0.943922635,0.48286098,0.464830246,0.291916952,0,0.92797236,0.421218865,0.340397301,0.308194983,0.033496676,0.962363711,0.549720555,0.497987587,0.293653884
104.csv,366,18,1440,0,1,1,0,0.950516007,0.950516007,8,0,1,-0.571932916,multiplicative,logistic,0.569409915,-0.193620535,-0.310847755,0.167913328,0.424471713,0.471780337,0.302406593,0.089779767,-0.087084463,-0.041144997,0.09416127,0.732840063,0.311890913,0.292218316,0.155015656,0.085779847,0.799637997,0.302722801,0.293850848,0.167875586,0.017795657,0.680122056,0.215160569,0.132940784,0.17647836,0.008645412,0.816112133,0.13047335,0.08922547,0.170787389,0.008062676,0.729666199,0.113338203,0.093081661,0.117613755,0.040874693,0.814406629,0.313264179,0.297460219,0.181579714,0.03560116,0.857813793,0.318426107,0.310764126,0.164571043,0.007217734,0.900520856,0.405043072,0.378438179,0.229314668,0,1,0.490297547,0.490013664,0.310465526,0.034835587,0.924769993,0.46546263,0.489755442,0.281874882
105.csv,366,18,1440,0,1,1,0,1.048042686,1.048042686,12,3,1,-0.533484634,multiplicative,logistic,0.659269409,-0.390146609,-0.165433147,0.270262536,0.544886878,0.439351173,0.344056521,0.126953738,-0.048185712,-0.158388687,0.097482127,0.614231284,0.323485454,0.306109854,0.15305819,0.056472025,0.516308547,0.303538095,0.325055994,0.151510038,0.018339224,0.543280885,0.236044469,0.182118094,0.164815703,0.040071603,0.481035761,0.112147049,0.094413328,0.077243337,0.030407034,0.791694216,0.135223505,0.119308279,0.118761261,0.040361985,0.516308547,0.294132059,0.307200306,0.152832721,0.085183991,0.603917493,0.31880051,0.312028329,0.152006152,0.092887265,0.960414308,0.403147756,0.369074931,0.234061613,0.124491343,1,0.544862668,0.521925862,0.30928043,0,0.983806733,0.534525312,0.52166909,0.306876355
106.csv,361,18,360,1,0,0,0,0.009387062,0.009387062,12,5,1,-0.386988196,additive,linear,0.835296555,0.157490802,0.02020445,-0.027008054,-0.399489612,-0.391795113,-0.394416043,-0.363287303,-0.179994253,-0.056014059,0,0.989073912,0.498894142,0.501007341,0.301173597,0.071854156,0.962491428,0.420633273,0.343306379,0.294781786,0.051761631,1,0.544758655,0.501007341,0.316079302,0.016544979,0.965899546,0.552590934,0.667388243,0.310808867,0.037005779,0.954930542,0.444160306,0.31610064,0.305185072,0.0008367,0.96168809,0.510246551,0.501007341,0.287635748,0.043143503,0.981996245,0.593248876,0.695639734,0.313352437,0.029279964,0.977235383,0.484140037,0.501007341,0.305370683,0.025593633,0.961346035,0.465678215,0.445045653,0.317069476,0.038212475,0.994218496,0.540436424,0.501007341,0.295804241
107.csv,12961,648,10,1,0,0,0,0.029449447,0.029449447,16,1,1,-0.959358803,multiplicative,linear,0.909375211,0.456360547,0.299788336,0.212189429,0.163629465,0.109164898,0.111265926,0.070729786,0.063492398,0.04616715,0,0.97160554,0.494242695,0.497172962,0.250215095,0.019152319,1,0.430151349,0.337315704,0.275716133,0.035054899,0.95794246,0.524990024,0.497172962,0.257647968,0.012502585,0.989627383,0.551965772,0.647664484,0.267779353,0.030888732,0.956068995,0.433897722,0.340113954,0.268558912,0.021066951,0.971842512,0.462578606,0.497172962,0.259399357,0.049649435,0.964560439,0.563918416,0.654153864,0.277906937,0.041418613,0.96382792,0.496155146,0.497172962,0.25189233,0.023747675,0.955269481,0.423955622,0.332077392,0.278458789,0.012182601,0.957421064,0.528063956,0.497172962,0.258249693
108.csv,721,36,360,0,1,1,0,0.972030991,0.972030991,8,1,4,-0.637934942,multiplicative,logistic,0.834922265,0.283595758,0.137354559,0.052000397,-0.190190807,-0.179743359,-0.151133502,-0.149841151,0.012112152,0.037117193,0.082862818,0.95136782,0.489746291,0.452998082,0.279486982,0.063522408,0.977914793,0.544453214,0.527141237,0.278459854,0.076071163,0.953316176,0.486869353,0.50846187,0.297552178,0.078197659,1,0.547191112,0.527197113,0.297844653,0.046610275,0.956180492,0.498029512,0.526722252,0.278198825,0.032149699,0.92288933,0.189104038,0.13421517,0.199968088,0.05572225,0.868454937,0.151846976,0.13236024,0.109964921,0,0.291402325,0.122991008,0.120537065,0.050093008,0.042168969,0.196429261,0.122709514,0.127166544,0.035686573,0.012473508,0.89237124,0.15760333,0.131110365,0.148511161
109.csv,8641,432,30,1,0,0,0,0.896880101,0.896880101,14,0,4,-0.958884706,multiplicative,linear,0.868191957,0.456672462,0.289519834,0.224064845,0.161032106,0.120076046,0.081058384,0.068569386,0.04901242,0.047843819,0.035604089,0.973451811,0.481088083,0.512808732,0.27425261,0.063659425,1,0.559966598,0.514512452,0.265189165,0.060127283,0.97436775,0.472016499,0.512546969,0.268699659,0.05860416,0.995908766,0.556978041,0.642820016,0.27170856,0.024651588,0.996821741,0.491301458,0.51324064,0.277526123,0.006729483,0.957628342,0.204610261,0.129887041,0.223803523,0.011823859,0.849514607,0.136383963,0.123349642,0.092858544,0.007685625,0.893393336,0.138700513,0.124107122,0.099480136,0,0.890719096,0.146364584,0.122437083,0.116506143,0.010782008,0.890249493,0.143363053,0.125179834,0.109303948
110.csv,961,48,360,0,1,1,0,0.682356075,0.682356075,20,5,2,-0.596148661,multiplicative,logistic,0.833626107,0.273754889,0.105521744,0.015812168,-0.228012596,-0.201242298,-0.148485988,-0.171221267,-0.027087953,0.06423313,0.075197363,0.99165207,0.476753578,0.500221606,0.273517738,0.055574328,0.95573189,0.502421647,0.500704525,0.277524282,0.01623685,1,0.504324477,0.500457225,0.2816152,0.025043091,0.937584921,0.455523342,0.499817216,0.301983086,0.009279381,0.729833202,0.131689095,0.109998977,0.120118918,0,0.729167665,0.119968178,0.10209249,0.110540812,0.006302173,0.558748593,0.115392909,0.108643177,0.081581199,0.00346195,0.92789063,0.221838382,0.127501113,0.242116334,0.073506734,0.941040613,0.513317448,0.500264989,0.281054053,0.013983,0.929151117,0.470503631,0.500027906,0.275671264
111.csv,1321,66,360,0,1,1,0,1.009366107,1.009366107,8,1,2,-0.631453172,multiplicative,logistic,0.788938973,0.318470383,0.145833529,0.026933026,-0.137915683,-0.183712643,-0.177358671,-0.107872148,-0.041564531,0.003942568,0,0.704323325,0.337255837,0.330282486,0.150747539,0.04814086,0.725681156,0.346334139,0.346917101,0.155182853,0.069340492,0.661702598,0.31753807,0.297508465,0.155850055,0.047297119,0.933686593,0.159261331,0.147920202,0.099025765,0.036804107,0.472872941,0.145746614,0.141145757,0.059953217,0.043061634,0.919339942,0.243940732,0.168797973,0.169291783,0.040442215,0.879239404,0.366316798,0.359595893,0.166355764,0.070654628,0.801177512,0.337147506,0.333217373,0.154600329,0.093875805,0.971905766,0.47574458,0.44004041,0.258773689,0.076663113,1,0.567371125,0.544620966,0.284785092
112.csv,14401,720,30,1,0,0,0,1.0211701,1.0211701,15,3,7,-0.951355691,multiplicative,linear,0.786014347,0.423184726,0.286554893,0.20976766,0.163692961,0.129705403,0.107137684,0.087227062,0.079589984,0.049259974,0.047891919,0.811213905,0.329209464,0.325828827,0.134280129,0.032610889,0.847360327,0.319025769,0.316229098,0.144343414,0.039318194,0.859725248,0.339804278,0.334043429,0.138872071,0.012343714,0.856731386,0.179029845,0.148736972,0.116885753,0.033657354,0.835540028,0.159995745,0.1437449,0.098972709,0,0.862392783,0.159727507,0.144546239,0.098420395,0.042796711,0.848319848,0.310638033,0.304551201,0.149660741,0.071224052,0.848041376,0.336828969,0.330394203,0.142408962,0.071236542,0.862142023,0.321424888,0.316788954,0.138843859,0.069009594,1,0.477485969,0.472075808,0.242644696
113.csv,631,31,480,0,1,1,0,0.017751406,0.017751406,17,5,1,-0.40617398,additive,logistic,0.819137209,0.198089897,0.090834287,-0.360679585,-0.315553097,-0.303332732,0.06954135,0.081418117,0.001917533,0.324249435,0.120040008,0.96160221,0.605808266,0.616070257,0.206510261,0.343895084,0.986790933,0.619731632,0.61059709,0.198836835,0.336095766,1,0.627438738,0.617106479,0.198239781,0.236811265,0.954220444,0.609708545,0.617529826,0.213458029,0.00685206,0.89559413,0.438548135,0.435558265,0.249014951,0.049500744,0.744553374,0.373922098,0.366401149,0.201684623,0.043945141,0.888176524,0.357436566,0.353492098,0.205871796,0,0.625580671,0.350443752,0.343592042,0.194723897,0.048035983,0.917811435,0.409539138,0.412116679,0.221864619,0.328563016,0.932045878,0.622429184,0.627222012,0.195048104
114.csv,8641,432,10,1,0,0,0,0.055361407,0.055361407,14,2,1,-0.96854722,multiplicative,linear,0.904322938,0.465630617,0.290723434,0.232863445,0.161096243,0.131800738,0.076559869,0.067222297,0.06523114,0.0676359,0.010891691,0.871908153,0.424796406,0.3648547,0.24964757,0.004151292,0.950904925,0.442209612,0.487906408,0.263693887,0.00538625,0.981525098,0.484322777,0.405898363,0.295918619,0.019405949,0.961790124,0.543292656,0.613544306,0.259524046,0.087800702,1,0.547810636,0.487906408,0.249234766,0.038669292,0.982391328,0.518487878,0.512522115,0.283240749,0.025301461,0.990640301,0.459833011,0.442921632,0.287153937,0.014465195,0.875384222,0.43156234,0.487906408,0.247106169,0.032672638,0.952156377,0.443474627,0.487906408,0.264953865,0,0.987684312,0.485908799,0.387828692,0.293992811
115.csv,901,45,480,0,1,1,0,0.007329526,0.007329526,6,1,1,-0.430546604,additive,logistic,0.819613608,0.242561306,0.045068273,-0.24200901,-0.265368282,-0.198005946,-0.025254206,0.019563403,-0.019735866,0.299651879,0.245007062,0.824523134,0.518400214,0.510605615,0.154793625,0.275399557,0.750342296,0.508028349,0.510605615,0.157136452,0.26989593,0.821517489,0.519202912,0.510605615,0.154616758,0,0.725402823,0.313651638,0.315835066,0.177874831,0.02197729,0.829134759,0.28911787,0.275012824,0.177433132,0.005827607,0.880488751,0.306560476,0.302718263,0.176363174,0.154736954,0.901962705,0.493012703,0.505160473,0.167593213,0.261607905,0.822730393,0.506096962,0.510605615,0.156166677,0.272224374,0.769247155,0.500088081,0.510605615,0.159126419,0.162472078,1,0.702112806,0.707139105,0.169280893
116.csv,631,31,480,0,1,1,0,0.008886602,0.008886602,21,10,1,-0.379476373,additive,logistic,0.832901353,0.208071439,-0.016978862,-0.370361888,-0.319225547,-0.226015674,0.052969391,0.084686371,-0.039022548,0.264148719,0.100421234,0.967514608,0.619442037,0.624968727,0.228200989,0.336191226,0.946887679,0.638285139,0.631177583,0.202219542,0.333236063,0.991035935,0.645418227,0.644176861,0.208900151,0.08566909,0.939152073,0.617086109,0.620911204,0.218051754,0.043399483,0.940928532,0.487870526,0.508712391,0.258560088,0.02644313,0.643850478,0.346229407,0.346644196,0.205073136,0.021169442,0.649713382,0.371194032,0.357851165,0.196600547,0,0.645445867,0.369967754,0.382405759,0.198499094,0.03244018,0.970119485,0.422932909,0.36682621,0.243361918,0.086273467,1,0.627374932,0.635659956,0.218329842
117.csv,181,9,1440,0,1,1,0,0.009161037,0.009161037,11,6,1,-0.446741807,additive,logistic,0.704844048,-0.643693304,0.012281318,0.481956533,0.54333663,0.574737837,0.225848916,0.075286701,-0.196098219,-0.12326767,0.330907326,0.944644934,0.629419328,0.627220242,0.210368657,0.356387117,0.965530026,0.698317942,0.760470881,0.210791083,0.3289709,0.950075898,0.606186457,0.626375157,0.211983674,0.340781757,0.907340807,0.643911319,0.636573569,0.201239976,0.331785594,1,0.661744235,0.65528914,0.226863282,0.054202605,0.779232265,0.352554908,0.328433671,0.237420828,0.019362909,0.658875791,0.387475781,0.409447077,0.220127872,0.05105544,0.652036634,0.336859196,0.321462507,0.206201507,0,0.637081008,0.345654427,0.32909222,0.207979469,0.031559634,0.803871112,0.287160285,0.247579023,0.225788119
